writing_id,cefr_level,topic_id,sentence_index,sentence,cluster_id,cluster_id_v2
1070622,C1,36,0,"The Kisuke is a good choice for meal.AS It is located in Sendai city,AS Miyagi prefecture.AS It has many branches,AS and you can find the restaurants nearby Sendai station.AS Its specialty is grilled beef tongue with rice.AS We call it quot;Gyutanquot;,AS and it is famous for everyone in Japan as a local food in Sendai.AS You can find many restaurants in Sendai serving quot;Gyutanquot;dishes.AS Any way,AS in addition to that,AS The Kisuke serves beef tongue soup.AS It tastes little plain,AS but tasty.AS Maybe the prices isn't inexpensive due to being meat,AS but I think it worth.AS It serves fabulous dishes.",28,39
994467,C1,36,0,My last restaurant visit was inPRat quot;Pizza Hutquot; RestaurantCrestaurant!,28,39
994467,C1,36,1,"We like that restaurant, because it's near from our home and they have so many different food, which we like.",28,39
994467,C1,36,2,"As an appetizer we take alwaysWOalways take fried shrimps, they are very delicious.",28,39
994467,C1,36,3,"Further, for the main course, we order a big pizza or chicken.",28,39
994467,C1,36,4,The chicken comes with potatoes and aD little of Dgreen vegetables.,28,39
994467,C1,36,5,"For drinks, there are a lot of fresh juices and we like the garnet-apple drink.",28,39
994467,C1,36,6,It tastes very delicious.,28,39
994467,C1,36,7,For dessert we have alwaysWOalways have chocolate cake with coffee.,28,39
994467,C1,36,8,"It is a nice restaurant, the servers are friendly and the prices are not too expensive.",28,39
1014052,C1,34,0,"My name is Tim, I live in Lyon RS,AS in France.",25,3
1014052,C1,34,1,The DFrancesSPFrance inWCis a beautiful country with ARa large area.,30,37
1014052,C1,34,2,"France has lots of mountains: the Pyrenees RS, the Jura RS, the Central MassifPU; but the most interesting mountain is the Alps for the Mont Blanc because it has MWa height of 4810,06 m and there isAGare lots of ski runWCskiing areas.",30,37
1014052,C1,34,3,"The DFrance has lots of seaWCa long coastline with: the Mediterranean sea, the English Channel and the Atlantic OceansSIOcean.",30,37
122970,C1,38,0,"Title:Olive twist Author:Dickens Type of story:fiction Setting:19th-century England Main characters:Olive twist, Nancy,Fagi Plot: an orphan was born in orphanage, before he was saved he experienced much bitter suffering Charles Dickens worte a sucessful fiction named &quot;Olive twist&quot;, till now, the fiction influenced us deeply.",18,8
122970,C1,38,1,"When Olive twist was born, his mother past away immediately, so he was become an orphan.",18,-1
122970,C1,38,2,"When he was a little young, he was sent to coffin shop as a worker.",21,-1
122970,C1,38,3,"One day, he fighted with a colleague and left.",15,-1
122970,C1,38,4,"And then he was introduced to Fagin and became a thef, although he was not willing to do so, but he was no choice.",18,40
122970,C1,38,5,"Eventually ,under Nancy's help, he was saved.",17,-1
122970,C1,38,6,"I like the fiction, I have read the book and have watched the movie too.",18,19
1146741,C1,37,0,"I saw Gravity wasD RS, MWit was ]made in 2013 and directed by Alfonso Cuarn.",18,19
1146741,C1,37,1,"The history of some astronauts who are doing a concert in the international station when they are surprised by a detonation in series of Russian satellites, debris from satellites begin to disintegrate the station and begins a drama Sandra Bullok that lives on the skin desperation to survive, the soundtrack is great and ARthe excellentD movie popcorn was also good.",18,19
11937,C1,34,0,"Hi,D Mom.PU, We're in California.",11,-1
11937,C1,34,1,"It's going to rain all afternoon for this reason I'm going to stay home today, but tomorrow, the weather is going toMW be  very hot and sunny, the temperature is VT will be 180 degrees Fahrenheit.",3,26
11937,C1,34,2,I love the beach.,31,37
11937,C1,34,3,"I'm going to go to the beach tomorrow morning.IS Love, IS Your name",31,37
613381,C1,38,0,"Xiao Ao Jiang Hu Title: xiaoCXiao Ao Jiang Hu Author: Jin Yong Type of story: Novel Setting: in early of Ming dynasty, China Main characters: Frank, Frank's teacher, Henry Plot: Frank wins PRover his teacher and got theWCbecomes number 1 in JiangHu JinYong wrote a very good novel calledquot;Xiao Ao Jiang Huquot;,AS it is a love story that began in early MWperiod of Ming dynasty in China, Frank's teacher was very sly and always exploitVTexploited Frank to win PRover otherWCanother enemy, finally Frank killed his teacher and got married withPRto his teacher's daughter.%% I liked this novel.",-1,8
35346,C1,33,0,"Dear mom and dad, I'm going to go to a music festival on this weekend.It will be hold at Sun plaza and the ticket is 50 yuan.",13,11
35346,C1,33,1,"I will stay in tent in the evening,I'm tacking a tent,sleeping bag,flashlight,T-shirt,sunscreen,sungalss,raincoat and botteld water.All of them are we need.",-1,-1
35346,C1,33,2,I think i will have a nice weekend at the music festival and i wish you will have a nice weekend too.,13,31
35346,C1,33,3,Best wishes Lily,-1,5
9537,C1,39,0,"Hi, Paul, I am sorry that I missed your wedding, because my boss arrange me to have a bussiness trip in BeiJing, I can't join your party during the trip, also I know that Mike missed your wedding too because of his sick, so I plan I visit your home with Mike in recent days, hope that this visiting can send our best wish to your family.",-1,35
9537,C1,39,1,Best wishes.,-1,5
9537,C1,39,2,Nicholas,26,8
1145759,C1,36,0,'De La Rose' is my favorite restaurant.,28,39
1145759,C1,36,1,They are DservingVTserve French meals.,28,39
1145759,C1,36,2,They have a wide range of choices in their menu.,28,39
1145759,C1,36,3,"Their specialty inSPis sea food like shrimpPU, MWwhich is very delicious mealsD.",28,39
1145759,C1,36,4,"For dessertsD, they have juices, ice cream and cakes .PUcakes.",28,39
1145759,C1,36,5,"This restaurant is very popular in FrancePU, and Dyou hardly find aARan MWempty seat theirSPthere , PU, MWand soPU, you should make ARa prior reservation.",28,39
975127,C1,34,0,"My name is Letizia,PU.",27,2
975127,C1,34,1,"I live in Rome, Italy.",11,3
975127,C1,34,2,"Italy is a wonderful place,PU.",11,37
975127,C1,34,3,natureCNature is incredible:PU.,-1,33
975127,C1,34,4,"thereCThere are many animals species: horses, cats, dogs, birds, fishes.",-1,-1
975127,C1,34,5,"RS Mild temperature promoterWCpromotes growth of many beautiful plants: orchids,AS roses, daisies.",-1,37
975127,C1,34,6,I'd suggest you see nationanSPnational park quot;Gran Paradisoquot; where you will see bears and wolves too.,30,37
573251,C1,36,0,"Hi NadaPU, 3 Thanks a lot for caring PRfor my house and my pets RS.",19,5
573251,C1,36,1,"My routine is RS: iCI water the plants every morning RS, PRwith the water can in the kitchen RS, and pleasSPplease put the plants near the open window RS.",4,9
573251,C1,36,2,"I care to walk my dogs aD twice a day RS,PU.",4,9
573251,C1,36,3,"pleasSPPlease don't walk them in the rainy weather RS,PU.",3,26
573251,C1,36,4,"youCYou caneSPcan take some toys from ARthe store to play with them RS, and don't forget PRto feed them at night RS.%% I feed the birds at 8 am every day and check the water three times a week RS.",4,9
573251,C1,36,5,"I feed the fish every Monday RS, wednesdaySPWednesday RS, fridaySPFriday in the afternoon RS.",4,9
573251,C1,36,6,I take the trash out Tuesday night RS.,-1,13
573251,C1,36,7,"youCYou don't have to clean the house or sweep the floor everyday RS, do it twice a week RS.",22,13
573251,C1,36,8,seeCSee you next week RS.,-1,16
293532,C1,34,0,To: Dad and Mom From: Rita Hi Dad and Mom!,20,-1
293532,C1,34,1,"I'm in Santa Monica, California.",11,3
293532,C1,34,2,It's going to rain all afternoon taday.,3,26
293532,C1,34,3,It's too wet and rainy to do outdoor activities.,3,26
293532,C1,34,4,So I'm going to go to the museum in the morning and eat at a great restaurant in the evening.,24,19
293532,C1,34,5,"Tomorrow, it will be a good day, sunny and hot.",3,26
293532,C1,34,6,It's perfect to go to the beautiful beach!,31,37
293532,C1,34,7,"And I'm going to a bar at night, it must be very exciting and great fun!",-1,19
293532,C1,34,8,Hope you are well.,10,-1
293532,C1,34,9,See you soon!,10,16
293532,C1,34,10,Rita,26,8
136667,C1,33,0,"HiPU, my brother.I'm gonna XCgoing to go to a music festival this weekend.I already bought the ticket.",13,11
136667,C1,33,1,"I'm taking T-shirt, short, sunscreen and sunglasses.",-1,14
136667,C1,33,2,Maybe it'll rain.,3,26
136667,C1,33,3,"So I'll need a ARan umbrella, a tent, a sleeping bag and a backpack.On SaturdayPU, I'm watching many rock bands.",-1,-1
136667,C1,33,4,I hope you have a nice weekend too.Alessandro,10,31
664419,C2,45,0,We identify a problem for our business.,21,41
664419,C2,45,1,The customer reclaimed the treatment of one employesSIemployee.,21,-1
664419,C2,45,2,We can't permit this situation occurs again and is necessary MWto lay off this employeSPemployee.,21,41
664419,C2,45,3,Our differencialSPdifferential is the treat that we give to them and we don't have other choose.,21,39
664419,C2,45,4,In first place WeCwe have theWCto send thisPLthese questions forWCto the HR departamentSPdepartment for the necessary providences.,21,42
664419,C2,45,5,For hteSPthe new employeSPemployee I think that he have this salient characteristic to treat the people.,21,-1
664419,C2,45,6,"This is concern, but is necesarySPnecessary.",21,-1
664419,C2,45,7,Regards; CEO,-1,5
380975,C2,48,0,"Hi, I'm fine thank you.",10,-1
380975,C2,48,1,"Oh, it's going to be great to meet you again.",10,-1
380975,C2,48,2,"But, on Tuesday I will be busy on lunch time, I already have plans.",5,35
380975,C2,48,3,"But, what do you think about dinner?",24,39
380975,C2,48,4,"We can meet at that good, old restaurant nearby my work.",28,39
380975,C2,48,5,It will be awesome.,10,34
380975,C2,48,6,"So, if you are free let me know it.",-1,16
380975,C2,48,7,Sincerely.,-1,8
380975,C2,48,8,Barbara Cristina,26,8
1197034,C2,41,0,"SubjetcSPSubject: Summary of the meeting of parents Dear educational coordinator, Here's a summary of the meeting: * Then they said DtheCThe parents MWasked onPRabout the educational development of Debby.",21,27
1197034,C2,41,1,MWI ExplainVTexplained that she is struggling to keep up with the activities.,21,36
1197034,C2,41,2,* MWThey AlsoCalso questioned about adapting PRto the new class.,21,43
1197034,C2,41,3,I explained that she is very excited about the new class.,21,34
1197034,C2,41,4,Action Item: Debby will do strengthening activities.,21,41
1197034,C2,41,5,"Thanks.PU, Rita",-1,5
925415,C2,44,0,To: xxx@low.com; Cettavizzilib.com From:xxx@hotli.com Subject: networkingCNetworking in Florence Hi Olga and Cetta.,21,27
925415,C2,44,1,I just returned from aD successful networking in Florence.,21,-1
925415,C2,44,2,There were one hundred people that show their idea for new style of shoeseSPshoes.,6,-1
925415,C2,44,3,I think that theD Roberto Cavalli was excited about my summer shoes.,6,26
925415,C2,44,4,MybeSPMaybe he'll call me next month.,10,16
925415,C2,44,5,I'm very happy that I've knownWCmet that famous person.,-1,29
925415,C2,44,6,I'll tell you more next mondayCMonday!,10,16
925415,C2,44,7,Adriana,26,8
374010,C2,48,0,Dear Jasmine' Thank you for inviting me for lunch.,8,-1
374010,C2,48,1,Unfortunately I'll be busy at that time.,5,35
374010,C2,48,2,Can we reschedule to be for dinner?.,24,35
374010,C2,48,3,Let's meet at the mexican restaurant by java cafe'.,28,39
374010,C2,48,4,It will be exciting to have our meal there as usual.,28,39
374010,C2,48,5,After having dinner I'm going to our friend Mick party.,8,32
374010,C2,48,6,It will start late at 10pm.,24,-1
374010,C2,48,7,If it's sound good to you let's meet then.,10,-1
374010,C2,48,8,yours JJ,-1,8
44747,C2,48,0,Hi!,12,1
44747,C2,48,1,Sorry but I'll be busy allday at Tuesday ... but how about Friday at 1pm?,5,35
44747,C2,48,2,My lunch break will be at 1pm to 2pm!,24,20
44747,C2,48,3,Will be great to see you again!,10,16
44747,C2,48,4,I will love it!,10,34
44747,C2,48,5,Can I confirm with you tomorrow?,10,-1
44747,C2,48,6,Do you make the reserves at Restaurant?,28,39
44747,C2,48,7,Thanks to invite me!,8,-1
44747,C2,48,8,Kisses,2,0
544440,C2,46,0,The PUAlliance of Valiant ArmsALLIANCE OF VALIANT ARMSD is the kind of the Dshooting computer game.,-1,-1
544440,C2,46,1,The rules of this game is PRare simple.,-1,23
544440,C2,46,2,"Firstly, you have to buy you own gun, secondlyPU, you will become one of the soldier in the two army and have to fight against each anther.",15,7
544440,C2,46,3,This game has many difference VTdiffrent pattern.,-1,23
544440,C2,46,4,VTpatterns.,-1,8
544440,C2,46,5,"For example annihilate, you just have to annihilate MWany antagonism VTantagonizing army soldier.",-1,7
1070837,C2,42,0,When iCI was at school iCI fell down the stairs and iCI broke my rigthSPright hand.,-1,6
1070837,C2,42,1,I spent a lot of time aPRat the hospital and iCI couldn't use my hand for two mounthSPmonthPLs.,-1,6
972617,C2,41,0,"Summary of modification meeting Dear brothers, Here's a summary of our modification on scheme meeting: - Ali asked how to modified blocking signal from SCADA.",21,27
972617,C2,41,1,Joe said we have to put auxiliary relay self-hold type in the circuit.,21,-1
972617,C2,41,2,- Sami asked what we're doing to release this signal.,21,-1
972617,C2,41,3,Amir said we should put another auxiliary relay to cut off the circuit.,21,-1
972617,C2,41,4,Action item: * Amir said that we need to purchase items and anything required else that help us to achieve the work.,21,41
972617,C2,41,5,That's all.,2,8
972617,C2,41,6,Please tell me if I forget anything.,-1,8
972617,C2,41,7,"Thanks.PU, My regards Abdullah",-1,5
62889,C2,48,0,"Sorry, I willVTam busy,PU.",5,35
62889,C2,48,1,"let'sCLet's goD rescheduleMWour meeting for another day,PU.",-1,35
62889,C2,48,2,"orD weCWe can goingWCgo to theARa restaurant for dinner,PU; it will be great,PU.",28,39
62889,C2,48,3,"theWCThis restaurant has aD great mealWCfood,PU.",28,39
62889,C2,48,4,"forCFor starter they hasAGhave a nice tomatosSItomato soup, and MWtheirsteak is great,PU.",28,39
62889,C2,48,5,"foPHTheir desertSIdessertPRof ice-cream is amazingPU;MWit is not too sweet,PU.",28,39
62889,C2,48,6,IVTwill see you soonPU.,10,16
188527,C2,47,0,"oct 30th,2011 I have a horrible meal in this restaurant.I had a mushroom soup as a starter.The soup is readlly saltly.I ordered a five cooked steak,but they give me eight cooked.The salas is not frash.The red wine is just like warter.The coffer is so bitter that i can not drink any.I will never come to this restaurant.",28,39
931386,C2,43,0,I know a woodworking company that made a lot of wood products.,21,-1
931386,C2,43,1,The products were first rate and there was no competition in their industry.,-1,-1
931386,C2,43,2,"ButPU, the company's costs wereWCwent up and up.",16,18
931386,C2,43,3,The managmentSPmanagement team decided that the only way to solve this problem isVTwas the Djob cuts.,21,41
931386,C2,43,4,"Unfortunately, about three hundred of ARthe workers lost their jobs.",21,41
931386,C2,43,5,"Finally, a company figured out a solution and rolled out their products again.",21,41
331887,C2,47,0,I just ate in your restaurant and I have to complain because all the things were very disappointing.,28,39
331887,C2,47,1,"Firstly my soup was salty, then I had a steak which was overcooked, and salad that was not fresh.",28,39
331887,C2,47,2,"I didn't get to eat the dessert, because the apple pie was too sweet.",28,39
331887,C2,47,3,After I ordered a coffee that was cold and bitter.,28,39
331887,C2,47,4,"I also ordered a expensive red wine, but it was sour.",28,39
331887,C2,47,5,"Definitely I won't go anymore in your restaurant, because all was horrible.",28,39
584827,C2,43,0,"The last year, I was working in a company, that deliver reports about telecomunicationsSPtelecommunications.",21,42
584827,C2,43,1,The reports were being made manually and the process was slow.,21,-1
584827,C2,43,2,The management did not want to stop a few timePLtimes to think about the programming solution in report to do the activity more fast.,21,-1
584827,C2,43,3,"After some months, the work has greatly increased, and the solution was applied.",21,-1
584827,C2,43,4,I developed a automatic report and the process was runWCrunning faster.,21,-1
223379,C2,41,0,Even Isabella and John fall deeply in love.,17,40
223379,C2,41,1,"They have a trouble,Tom who is the fiance of Isabella.",17,40
223379,C2,41,2,"First, Isabella and John have a good time, they enjoy themself everyday.But when Tom has known this.",17,31
223379,C2,41,3,He decides to kill John.,17,7
223379,C2,41,4,Just then the ship bumped a iceberg.,17,6
223379,C2,41,5,Everybody in the ship wants to go away.,17,0
223379,C2,41,6,John stayed in the ship for his girlfrend.,17,40
223379,C2,41,7,Then he died.,15,7
223379,C2,41,8,And Isabella was saved.,17,40
339446,C2,46,0,"Hi, Polaris I'm glad you wrote me.",27,1
339446,C2,46,1,I'm worried about you.,10,-1
339446,C2,46,2,I have some advice for you.,10,16
339446,C2,46,3,"Here are my sugestions to help you fight your shopping addiction: Firstly, you should leave your hose without money.",-1,-1
339446,C2,46,4,"Secondly, you shouldn't come close to any story.",15,-1
339446,C2,46,5,"Finally, try to spend you time with something else like any hobby of yours.",24,-1
339446,C2,46,6,I hope my sugestions can help you.,10,16
339446,C2,46,7,Take care!,10,-1
339446,C2,46,8,Aila,26,8
603197,C2,44,0,"To: xxx@unid.com From: xxx@unid.com subjectCSubject: Brasilia Networking event Hi Carl, I just returned yesterday from a successful networking event in Brasilia.",21,27
603197,C2,44,1,There were hundreds of public workers at quot;Palacio do Planaltoquot; sharing contacts and ideas for new plainnningSPplanning.,19,30
603197,C2,44,2,I think that the minister was so excited about my ideas about indicators.,21,34
603197,C2,44,3,Maybe he'llWChe can help me!,10,16
603197,C2,44,4,I guess that he liked my ideas.,21,-1
603197,C2,44,5,I'll tell you more next week.,10,16
601449,C2,46,0,Just dance is a kind of video game.,13,22
601449,C2,46,1,"You have to dance imitating the person who appears on the screen, if your movements are exactly likeWCalike you get 5 stars.",13,22
601449,C2,46,2,"First you choose a song, then the music starts you have to dance to the end, are not allowed toWCyou must not stop dancing.AS You can dance alone just to get a high score orAS PRwith evenAS MWupto 4 people to see who madeVTmakes the highest score.",13,22
751735,C2,42,0,"Since MWI was a little boy, I everyD was playing soccer, and so many times I had brokeWCbroken my legs, stripedSPstripped my ankle, and other various injuries.",14,6
751735,C2,42,1,These problems had takeWCtaken manyWCmuch time for IMWme to be better.,21,-1
339173,C2,44,0,To Marketing Assistant vacancy.,21,42
339173,C2,44,1,Wrote below my marketing experience.,21,42
339173,C2,44,2,Coordinated a sales marketing team during five years.,21,42
339173,C2,44,3,Developed a marketing course to new employees.,21,42
339173,C2,44,4,"Dedicated to activity of the planned, manged and controlled sales.",21,42
339173,C2,44,5,I like to much to talk with customers to undrestand their necessity and to notice new solutions.,21,-1
339173,C2,44,6,I hope to can explain more details during an interview.,21,16
339173,C2,44,7,"Yours sincerely,",-1,8
969958,C2,44,0,"Hi Tommy, I just returned from an amazing training in Beijing at PRon 20th Dec,AS 2013.AS My colleague,AS Bluesky liu CLiu and I attent VTattended the emotion control training.AS There were almost fifty people in the meeting room.AS We learned when PRabout the emotion theory buildsD,AS what is the Dpositive emotion and negative emotion, how can weWOwe can control emotion in work and living.AS Bluesky and I were asked to appear MWas a tired husband and angry wife to discoverAR the real cause of daily conflict.AS The other peropleSPpeople were asked to appearPR in management and staffs conflict.AS After the training we really understood the only solution for conflict is thinking as oppositiveWClike the opposite side.AS If you feel his or her feeling PLfeelings with your heart,AS you can decrease the conflict with other oneWC people.AS You could feel beter SPbetter more and more  inPRat work and livingWC in your daily life.MW Bye, Your name",21,41
946690,C2,46,0,Dominoes areMW\ kind of board game.AS You have to do turns.AS The player start VTthe game which have piece number one.AS The second player is allowed to put the piece with number one.AS If you make similar the pieces then the players to get the points.AS If you hold many pieces you should to take points of players on yourself.AS It is logical game and very interesting.,-1,23
106298,C2,48,0,Hello!,12,1
106298,C2,48,1,Nice to hear you!,-1,-1
106298,C2,48,2,Thank you for the invitation.,8,-1
106298,C2,48,3,"It'sWCThis party MWis going to be great!Sorry, I'm busy tomorrow.",8,35
106298,C2,48,4,I have got plan.,5,36
106298,C2,48,5,I am going to POmygrandmother in ARthe next town on she's POherbirthday.,-1,11
106298,C2,48,6,She called me at ARthe past month.,21,16
106298,C2,48,7,"She is very old, I can't reject she's POher invitation.",8,32
106298,C2,48,8,LickySPLuckyWCEnjoy your party!,8,31
709708,C2,41,0,"I think johnCJohn and Isabella are good personPLpeople ,PU.",17,-1
709708,C2,41,1,"theyCThey canD hasVThave good things ,PU.",-1,-1
709708,C2,41,2,"originalWCOrginally,AS johnCJohn is a poor boy RS,AS but incredibly RS,AS he has manyWCa lot of money ,PU.",17,18
709708,C2,41,3,"heCHe loves isabellaCIsabella ,DAS and they are  happet SPhappy,PU.AS inCIn the end RS,AS they areVTget married ,Dand they Dare very happy RS.",17,40
142400,C2,43,0,"Dear Daniel, I have a proposal about the Dress Coat.I don't like to work if my clothes arn't comfortable.",6,14
142400,C2,43,1,I'm very happy if you coult a other Dress Code like not miniskirt to assort normal skirt.,6,14
142400,C2,43,2,It's not to be baggy jeans but maybe a streight jeans.,6,14
142400,C2,43,3,So i hope you understand me.,10,16
877529,C2,42,0,"I had an accident when I was ridding SPriding the bike with my friends.AS I couldn't howD control the bike.AS soCSo I rode it very slowly.AS Suddenly,AS my friend Jane rode her bike quickly then iCI was knocked down and fell down WCoff the bike RS,CO andAS broke my leg.AS I also sprained my wist SPwrist and bruised my fingers.AS I had to go to the hospital,AS and I stay WCstayed there for a week.",14,6
98961,C2,47,0,"16th, September.",8,32
98961,C2,47,1,"Yesterday, I ate dinner on this resturant, the meal was terrible.",28,39
98961,C2,47,2,To start with my soup was salty.,28,39
98961,C2,47,3,"Then, my main of the steak which was overcooked, and the red wine was very sour.",28,39
98961,C2,47,4,"Finally, my dessert of the coffee was very bitter.",28,39
98961,C2,47,5,"The dinner was disgusting, and I won't come back again.",28,39
980836,C2,45,0,Our boss has some concerns about the DwaySPways to save money ofPRfor ARthe company.,21,41
980836,C2,45,1,I proposeVTproposed to cut expenses that we don't need and fire less qualified employees.,21,41
980836,C2,45,2,It was difficult because layoffs has its own advantages and disadvantages RS.,21,41
980836,C2,45,3,I think layoffs have more disadvantages than advantages.,21,41
980836,C2,45,4,The biggest advantage would be saving money.,21,-1
980836,C2,45,5,Also the biggest disadvantage would be employee morale.,21,41
980836,C2,45,6,We need to work more efficientVTefficiently to replace less qualified employees layoffs.,21,41
980836,C2,45,7,I want to sayWCmention my proposal at our next meeting RS.,21,27
736304,C2,41,0,"To:xxx@NL.com; xxx@NL.com; xxx@NL.com From: xxx@NL.com Subject: Summary of sales meeting Dear team, Here's a summary of our sales meeting: * Adam asked how many new customers we have.",21,27
736304,C2,41,1,Taylor said we have about 50 new customers.,21,41
736304,C2,41,2,* Chris asked what we're doing to increase sales.,21,41
736304,C2,41,3,Taylor said we should pay more to salespeople with big sales.,21,41
736304,C2,41,4,Action item: * Taylor said that we need to think of anything else that will increase sales.,21,41
736304,C2,41,5,Thanks.,-1,5
736304,C2,41,6,Arwa,26,8
873802,C2,42,0,I never had theARa big accident.,14,-1
873802,C2,42,1,I had ARa small accident when I was taking the train.,14,6
873802,C2,42,2,The train was very cloudedSPcrowded.,14,-1
873802,C2,42,3,But one of the customer intoWCin the train.,14,-1
873802,C2,42,4,The customerD hit me Dmy breast.,14,6
873802,C2,42,5,RSAS I couldn't breathe.,-1,8
873802,C2,42,6,I had painingVTpain for a week.,14,6
873802,C2,42,7,There should be no way DtheCThe customer didn't say ' I'm sorry' 'D.,14,35
873802,C2,42,8,It was the 1st unlucky day.,14,7
671146,C2,46,0,Canastra is a kind of card game for two or four peoplesWCpeople ( two pairs).,-1,23
671146,C2,46,1,Every one receiveWCreceives eleven cards.,-1,23
671146,C2,46,2,"You have to match three cards, for example, three 2, three 5 and so on, or sequence like 2,AS 3,AS 4 and so on.",-1,23
671146,C2,46,3,Is allowed laid on the table only three cards or moreWOYou are only allowed to lay three or more cards on the table.,-1,23
671146,C2,46,4,"InPROn your turn, yoySPyou buyWCpick a card.",-1,23
671146,C2,46,5,"RS If you have one sequence of seven cards and no more cards in your hands, before hisWCyour opponent PU, you win.",-1,23
671146,C2,46,6,RS,9,8
1080469,C2,41,0,Subject: summaryCSummary of school meeting.,21,27
1080469,C2,41,1,"Dear studentCStudentPU,  RSThis is a summary of our school meting.",9,27
1080469,C2,41,2,Ali asked how many trip we have PRin this term?PU.,31,15
1080469,C2,41,3,Khaled said we don't have any trip PRin this term because moySPmany has gone.,31,37
1080469,C2,41,4,Salem asked how to improve activities in our school?PU.,21,15
1080469,C2,41,5,Najy said we MWare going to create new activities next month.,21,-1
1080469,C2,41,6,Action item: We wellWCwill create new activities RS.,21,41
1080469,C2,41,7,ThanksPU!,-1,5
1080469,C2,41,8,RSAbdulrahman,9,8
968592,C2,44,0,"To: xxx@gmail.com; xxx@gmail.com From: xxx@gmail.com Subject: Networking event for Internet Sales Hi, Reyna and minghaoCMinghao.",21,27
968592,C2,44,1,"I just got back from a cool networking event about Internet Sales in Shanghai, China last weekend.",21,-1
968592,C2,44,2,There were a lot of executives MW who met to share ideas about internet sales.,21,-1
968592,C2,44,3,I think that Mayun was interesting WCinterested aboutPR in  my InternetCinternet sales idea.,21,-1
968592,C2,44,4,Maybe he'll call me!,10,16
968592,C2,44,5,Everyone was very friendly.,-1,29
968592,C2,44,6,I'll tell you more on Monday!,10,16
968592,C2,44,7,Reykou,26,8
763242,C2,42,0,I had an accident when a was a this until today.,14,6
763242,C2,42,1,"At a given timeWCSuddenly, the bike slipped on the wet grass and then I fell down.",14,6
763242,C2,42,2,The handleAS bars of ARthe bicycle hurt my leg.,14,6
763242,C2,42,3,I have the scar until today.,14,6
965311,C2,42,0,"I had an accident while training in my old futsal team, mercedes-benzSPMercedes-benz.AS Eu took a cart but my foot MWgot caught on the court, making me twist my right ankle and feel a sharp pain at theWCthat moment.AS This accident tore ligaments in my ankle, makingWChaving me MWgo three months without playing, being two months in a cast and RS,AS unfortunately,AS I feel pain until today!",14,6
862696,C2,42,0,"I ridingWCride a bike in a skate park, and on a thing ( I forget the name ), I've lost control and I fallWCfell.",7,6
862696,C2,42,1,"Finally, I had a rip in the head, so 6 seam points.",14,6
862696,C2,42,2,"I've nothing brokeWCNothing is broken, so It'sCit's a chance for me, but 3 months without intensive sport.",10,6
622289,C2,45,0,I am proposing a hiring freeze as a way to cut expenses.,21,41
622289,C2,45,1,I know that some people believe that layoffs are quick way to save money.,21,41
622289,C2,45,2,I think layoffs have more disadvantages than advantages.,21,41
622289,C2,45,3,The biggest disadvantage would be employee morale.,21,41
622289,C2,45,4,Our staff is to important!,21,-1
622289,C2,45,5,"So, as staff retires or leaves the company, we would not replace them.",21,41
622289,C2,45,6,We would find ways to do our work the employees we have.,21,-1
988368,C2,44,0,"Hi,D Jody.PU, We had a networking event last week in NTU,PU.",21,15
988368,C2,44,1,Professor Yang and James participated in this event.,-1,-1
988368,C2,44,2,Prof. Yang just came back to Taiwan.,-1,-1
988368,C2,44,3,"In the past years, he taught operation management in essex CEssex university, UK.",21,43
988368,C2,44,4,We talked about the research and life.,21,-1
988368,C2,44,5,Prof. Yang said the situation of higher education in Taiwan need to do some innovations.,-1,-1
988368,C2,44,6,"Prof. Yang brought us so many interesting experiences, you should come with us.",-1,-1
988368,C2,44,7,"Best regardWC regards, Shane",-1,5
613957,C2,42,0,"Dear Aunt Jane, Don't worry about that,AS I will tell you the flow: E-ticket--printed from home from your computer to prove you bought a ticket.AS youCYou need it to confirm the air company,AS given to you by the flight attendant at the airport,AS show your passport,AS card,AS boarding pass to customs officer.AS youCYou will get a luggage tags,AS labels for your bags so that you dont lose them.%%you will get a arrival card when arrive USA airport.",31,10
613957,C2,42,1,I will pick you up at airplanSPairplane.,31,10
613957,C2,42,2,I hope to see you soon.,10,16
613957,C2,42,3,Best wish claireSPClaire,-1,5
1185464,C2,43,0,I worked for a factory that made air filters for cars.,21,42
1185464,C2,43,1,"theCThe filters were good and the funcionabilitySPfunctionality too was good, but the cost was up, MWand the mismanagement was terrible,PU.",21,18
1185464,C2,43,2,"the CThe boss decided that the solution was to hire another CEO, and then the situation was betterPU, too MWand the comunicationSPcommunication got better.",21,41
1185464,C2,43,3,theCThe employee morale was Dgot better and MWthe company bought the machines PRwith latest technology.,21,41
603194,C2,41,0,xxx@twc.com from: xxx@twc.com Subject: summary of sales meeting.,21,27
603194,C2,41,1,"RS Hi, I'm writtingSPwriting to summarize our sales meeting MWthat happenedWCtook place yesterday: * Adam asked how many new customers we have; * Taylor said we have certanlySPcertainly about 50 new customers; * Chris asked what we are doing to increase the sales; * Taylor toldWCsaid we should pay more to salespeople with big sales; Action item: Taylor said we need to imagine anything else that will increase the sales.",21,41
603194,C2,41,2,Thanks.,-1,5
310310,C2,43,0,"Dear Hernan, this is our new dress code.",6,14
310310,C2,43,1,"Men can wear long pants, formal shirts,tie and dress shoes.",6,14
310310,C2,43,2,"They can't wear: short pants,t-shirts, tennis,baseball caps.",6,14
